,msa,state,FIPS,GTCBSA,sex,q7_family_members,NO family,Family Available,age,Education,income_short,recage,racethn,weight
1809,31100,California,06037,31080,Male,6 up to 10,0,1,46,some_college,75-100k,45-54,White~H,4.452380952
1834,41500,California,06053,41500,Male,1 up to 5,0,1,36,some_college,75-100k,35-44,White~H,1.854166667
1836,41500,California,06053,41500,Male,1 up to 5,0,1,86,post_college_degree,75-100k,65+,White~H,1.119047619
1844,0,South Carolina,45013,25940,Male,1 up to 5,0,1,18,lt_highschool,75-100k,18-24,Hispanic,3.698113208
1851,16700,South Carolina,45019,16700,Male,1 up to 5,0,1,46,college_degree,75-100k,45-54,White~H,1.396226415
1856,39100,New York,36027,35620,Male,6 up to 10,0,1,20,some_college,75-100k,18-24,White~H,1.943396226
1863,16980,Illinois,17111,16980,Female,11 up to 20,0,1,27,college_degree,75-100k,25-34,White~H,2.566037736
1865,16980,Illinois,17097,16980,Female,None,1,0,37,post_college_degree,75-100k,35-44,Other,4.471698113
1869,16980,Illinois,17097,16980,Female,1 up to 5,0,1,60,trade_school_hs,75-100k,55-64,White~H,3.642857143
1876,37860,Florida,12033,37860,Female,More than 20,0,1,19,some_college,75-100k,18-24,Black~H,3.095238095
1885,37460,Florida,12001,23540,Female,None,1,0,19,some_college,75-100k,18-24,White~H,2.979166667
1895,17140,Kentucky,21117,17140,Male,1 up to 5,0,1,40,post_college_degree,75-100k,35-44,White~H,2.245283019
1922,43900,South Carolina,45083,43900,Female,1 up to 5,0,1,28,college_degree,75-100k,25-34,White~H,2.875
1929,43900,South Carolina,45083,43900,Male,11 up to 20,0,1,41,highschool,75-100k,35-44,White~H,2.895833333
1937,28940,Tennessee,47093,28940,Female,None,1,0,54,post_college_degree,75-100k,45-54,White~H,2.5
1965,0,Texas,48349,18620,Male,6 up to 10,0,1,43,post_college_degree,75-100k,35-44,White~H,2.188679245
1966,46340,Texas,48423,46340,Female,More than 20,0,1,46,college_degree,75-100k,45-54,Black~H,1.58490566
1992,35620,New Jersey,34035,35620,Male,6 up to 10,0,1,27,college_degree,75-100k,25-34,White~H,3.075471698
1996,35620,New Jersey,34019,35620,Female,More than 20,0,1,57,some_college,75-100k,55-64,White~H,1.603773585
2002,40140,California,06071,40140,Female,More than 20,0,1,18,highschool,75-100k,18-24,Black~H,3.245283019
2008,48900,North Carolina,37061,,Female,11 up to 20,0,1,32,college_degree,75-100k,25-34,White~H,2.339622642
2009,27340,North Carolina,37133,27340,Female,1 up to 5,0,1,56,some_college,75-100k,55-64,White~H,1.0625
2015,0,North Carolina,37155,31300,Male,1 up to 5,0,1,62,highschool,75-100k,55-64,,1.830188679
2033,35620,New York,36119,35620,Female,11 up to 20,0,1,50,highschool,75-100k,45-54,White~H,4.716981132
2054,40900,California,06067,40900,Female,11 up to 20,0,1,28,post_college_degree,75-100k,25-34,Hispanic,2.041666667
2055,40900,California,06067,40900,Male,None,1,0,42,post_college_degree,75-100k,35-44,Hispanic,1.979166667
2077,46140,Oklahoma,40021,45140,Female,6 up to 10,0,1,53,highschool,75-100k,45-54,White~H,3.716981132
2087,39580,North Carolina,37101,39580,Female,None,1,0,40,college_degree,75-100k,35-44,White~H,2.264150943
2094,39580,North Carolina,37183,39580,Male,11 up to 20,0,1,40,highschool,75-100k,35-44,White~H,4.188679245
2103,36780,Wisconsin,55139,36780,Male,6 up to 10,0,1,66,some_college,75-100k,65+,White~H,1.142857143
2115,41860,California,06013,41860,Male,None,1,0,51,college_degree,75-100k,45-54,White~H,1.320754717
2121,22380,Arizona,04005,22380,Female,11 up to 20,0,1,25,college_degree,75-100k,25-34,Other,2.145833333
2125,0,Tennessee,47141,18260,Male,6 up to 10,0,1,42,post_college_degree,75-100k,35-44,White~H,1.357142857
2138,26420,Texas,48339,26420,Male,11 up to 20,0,1,55,highschool,75-100k,55-64,White~H,3.547619048
2159,48660,Texas,48485,48660,Male,1 up to 5,0,1,56,post_college_degree,75-100k,55-64,White~H,1.0625
2164,14600,Florida,12081,35840,Male,6 up to 10,0,1,43,highschool,75-100k,35-44,White~H,4.188679245
2173,40140,California,06065,40140,Male,11 up to 20,0,1,50,highschool,75-100k,45-54,White~H,3
2200,32580,Texas,48215,32580,Female,None,1,0,25,college_degree,75-100k,25-34,Hispanic,1.622641509
2205,22660,New York,36061,35620,Female,6 up to 10,0,1,26,college_degree,75-100k,25-34,White~H,5.145833333
2216,19100,Texas,48085,19100,Female,6 up to 10,0,1,42,college_degree,75-100k,35-44,White~H,2.4375
2228,35620,New Jersey,34027,35620,Male,1 up to 5,0,1,70,some_college,75-100k,65+,Black~H,1.5
2229,35620,New Jersey,34027,35620,Female,None,1,0,,post_college_degree,75-100k,,White~H,2.547619048
2237,14460,Massachusetts,25017,14460,Male,None,1,0,28,college_degree,75-100k,25-34,Hispanic,1.541666667
2241,49340,Massachusetts,25027,49340,Female,11 up to 20,0,1,39,post_college_degree,75-100k,35-44,White~H,2.770833333
2242,14460,Massachusetts,25017,14460,Male,1 up to 5,0,1,48,some_college,75-100k,45-54,White~H,4.145833333
2243,14460,Massachusetts,25017,14460,Female,1 up to 5,0,1,42,highschool,75-100k,35-44,White~H,5.5
2244,17780,Texas,48041,17780,Male,11 up to 20,0,1,48,highschool,75-100k,45-54,White~H,2.20754717
2245,0,Texas,48477,14780,Female,1 up to 5,0,1,59,post_college_degree,75-100k,55-64,White~H,1.166666667
2250,26380,Louisiana,22057,26380,Male,6 up to 10,0,1,45,some_college,75-100k,45-54,Hispanic,1.924528302
12,35300,Connecticut,09009,35300,Female,1 up to 5,0,1,68,college_degree,10k-,65+,White~H,1.018867925
36,42660,Washington,53035,14740,Female,None,1,0,25,college_degree,10k-,25-34,White~H,6.071428571
46,38860,Maine,23005,38860,Female,11 up to 20,0,1,65,highschool,10k-,65+,White~H,2.264150943
59,0,Idaho,16073,14260,Male,1 up to 5,0,1,25,lt_highschool,10k-,25-34,Hispanic,5.5
66,32900,California,06047,32900,Female,1 up to 5,0,1,25,lt_highschool,10k-,25-34,Hispanic,2.603773585
73,41700,Texas,48029,41700,Female,None,1,0,37,lt_highschool,10k-,35-44,Hispanic,4.150943396
86,31100,California,06037,31080,Male,1 up to 5,0,1,18,highschool,10k-,18-24,Hispanic,3.528301887
157,0,Michigan,26055,45900,Female,11 up to 20,0,1,44,highschool,10k-,35-44,White~H,3.452830189
165,34940,Florida,12021,34940,Female,1 up to 5,0,1,81,some_college,10k-,65+,Other,1.833333333
167,47900,Maryland,24021,47900,Female,More than 20,0,1,29,lt_highschool,10k-,25-34,Black~H,6.071428571
183,33660,Alabama,01097,33660,Female,6 up to 10,0,1,23,lt_highschool,10k-,18-24,Black~H,3.283018868
188,0,Alabama,01003,19300,Male,11 up to 20,0,1,76,highschool,10k-,65+,White~H,1.854166667
190,0,North Carolina,37195,48980,Female,6 up to 10,0,1,19,highschool,10k-,18-24,Black~H,3
195,0,North Carolina,37083,40260,Female,1 up to 5,0,1,47,highschool,10k-,45-54,Black~H,1.979166667
203,42660,Washington,53033,42660,Female,6 up to 10,0,1,19,highschool,10k-,18-24,Other,6.071428571
313,19740,Colorado,08001,19740,Male,1 up to 5,0,1,22,highschool,10k-,18-24,White~H,5.095238095
323,19740,Colorado,08031,19740,Male,None,1,0,60,college_degree,10k-,55-64,White~H,1.358490566
379,19820,Michigan,26163,19820,Male,11 up to 20,0,1,18,lt_highschool,10k-,18-24,White~H,4.716981132
400,45060,New York,36067,45060,Female,None,1,0,30,lt_highschool,10k-,25-34,Black~H,5.041666667
418,26900,Indiana,18097,26900,Female,None,1,0,27,post_college_degree,10k-,25-34,White~H,3.625
428,43340,Louisiana,22017,43340,Female,1 up to 5,0,1,48,highschool,10k-,45-54,Black~H,1.958333333
442,41060,Minnesota,27153,,Male,More than 20,0,1,74,highschool,10k-,65+,White~H,1.523809524
479,33860,Alabama,01101,33860,Male,1 up to 5,0,1,29,highschool,10k-,25-34,Black~H,2.603773585
485,0,North Carolina,37171,34340,Male,11 up to 20,0,1,73,lt_highschool,10k-,65+,White~H,2.962264151
500,0,Louisiana,22019,29340,Female,1 up to 5,0,1,75,some_college,10k-,65+,White~H,1
530,36500,Washington,53067,36500,Male,None,1,0,18,lt_highschool,10k-,18-24,Other,4.660377358
567,30700,Nebraska,31109,30700,Female,6 up to 10,0,1,25,post_college_degree,10k-,25-34,White~H,1.833333333
592,0,Oklahoma,40119,44660,Male,More than 20,0,1,55,college_degree,10k-,55-64,White~H,1.0625
611,36740,Florida,12095,36740,Male,None,1,0,48,college_degree,10k-,45-54,Other,4.142857143
644,0,Maryland,24041,20660,Male,6 up to 10,0,1,26,lt_highschool,10k-,25-34,White~H,4.716981132
649,12580,Maryland,24005,12580,Female,None,1,0,35,some_college,10k-,35-44,Black~H,1.770833333
659,38300,Pennsylvania,42003,38300,Female,6 up to 10,0,1,72,some_college,10k-,65+,White~H,1.357142857
663,38300,Pennsylvania,42003,38300,Female,1 up to 5,0,1,46,lt_highschool,10k-,45-54,White~H,3.095238095
668,44140,Massachusetts,25013,44140,Female,None,1,0,42,some_college,10k-,35-44,Black~H,2.566037736
670,33340,Wisconsin,55079,33340,Male,6 up to 10,0,1,47,highschool,10k-,45-54,Other,5.404761905
684,44180,Missouri,29077,44180,Female,1 up to 5,0,1,36,some_college,10k-,35-44,White~H,4.214285714
685,0,Missouri,29085,,Female,1 up to 5,0,1,,post_college_degree,10k-,,White~H,1.125
689,45780,Ohio,39095,45780,Female,More than 20,0,1,29,some_college,10k-,25-34,Black~H,3
693,45780,Ohio,39173,45780,Female,1 up to 5,0,1,70,highschool,10k-,65+,White~H,1.716981132
706,31100,California,06037,31080,Female,6 up to 10,0,1,50,lt_highschool,10k-,45-54,Hispanic,4.928571429
758,22220,Arkansas,05143,22220,Male,More than 20,0,1,19,some_college,10k-,18-24,White~H,3.645833333
768,38060,Arizona,04013,38060,Male,1 up to 5,0,1,22,college_degree,10k-,18-24,Hispanic,2.476190476
771,38060,Arizona,04013,38060,Male,1 up to 5,0,1,70,some_college,10k-,65+,Black~H,1.849056604
779,30780,Arkansas,05045,30780,Male,None,1,0,18,highschool,10k-,18-24,Hispanic,1.604166667
791,31140,Kentucky,21111,31140,Female,1 up to 5,0,1,20,lt_highschool,10k-,18-24,Black~H,4.583333333
823,38900,Oregon,41005,38900,Female,1 up to 5,0,1,29,post_college_degree,10k-,25-34,White~H,2.849056604
904,19780,Iowa,19153,19780,Female,None,1,0,58,some_college,10k-,55-64,White~H,1.0625
913,35620,New York,36059,35620,Male,6 up to 10,0,1,27,some_college,10k-,25-34,Black~H,4.245283019
939,0,Arizona,04003,43420,Female,None,1,0,29,some_college,10k-,25-34,White~H,2.641509434
956,0,California,06105,,Female,1 up to 5,0,1,51,highschool,10k-,45-54,Other,4.666666667
973,13980,Virginia,51121,13980,Female,None,1,0,33,post_college_degree,10k-,25-34,Black~H,2.830188679
993,23420,California,06019,23420,Male,None,1,0,68,college_degree,10k-,65+,Black~H,1.142857143
997,47300,California,06107,47300,Male,6 up to 10,0,1,53,highschool,10k-,45-54,Hispanic,2.58490566
1010,31100,California,06037,31080,Female,None,1,0,48,lt_highschool,10k-,45-54,Hispanic,4.641509434
1034,0,Missouri,29093,,Female,11 up to 20,0,1,84,lt_highschool,10k-,65+,White~H,2.716981132
1088,38060,Arizona,04013,38060,Male,6 up to 10,0,1,40,some_college,10k-,35-44,Hispanic,1.528301887
1139,37980,New Jersey,34007,37980,Female,11 up to 20,0,1,81,college_degree,10k-,65+,Black~H,2.083333333
1317,12540,California,06029,12540,Male,6 up to 10,0,1,21,highschool,10k-,18-24,Hispanic,2.854166667
1318,0,Mississippi,28095,,Female,6 up to 10,0,1,43,lt_highschool,10k-,35-44,Black~H,2.291666667
1327,12060,Georgia,13063,12060,Male,6 up to 10,0,1,36,lt_highschool,10k-,35-44,Hispanic,4.716981132
1352,29820,Nevada,32003,29820,Female,None,1,0,24,lt_highschool,10k-,18-24,Hispanic,5.5
1379,16740,New York,36061,35620,Male,None,1,0,28,some_college,10k-,25-34,White~H,4.150943396
1385,16740,North Carolina,37119,16740,Female,None,1,0,58,highschool,10k-,55-64,Hispanic,3.125
1421,0,Iowa,19145,,Male,,0,1,25,lt_highschool,10k-,25-34,White~H,5.375
1423,0,Iowa,19137,,Female,1 up to 5,0,1,86,some_college,10k-,65+,White~H,1.037735849
1427,26420,Texas,48201,26420,Female,None,1,0,84,lt_highschool,10k-,65+,Other,4.358490566
1429,26420,Texas,48201,26420,Female,1 up to 5,0,1,19,some_college,10k-,18-24,Hispanic,4.166666667
1433,31100,California,06059,31080,Female,,0,1,18,lt_highschool,10k-,18-24,Hispanic,3.566037736
1459,15380,New York,36029,15380,Female,1 up to 5,0,1,61,highschool,10k-,55-64,White~H,3.339622642
1464,15380,New York,36029,15380,Female,1 up to 5,0,1,55,some_college,10k-,55-64,White~H,1.458333333
1470,0,Pennsylvania,42055,16540,Female,11 up to 20,0,1,82,lt_highschool,10k-,65+,White~H,2.785714286
1472,25420,Pennsylvania,42043,25420,Female,None,1,0,66,highschool,10k-,65+,White~H,3.785714286
1486,35620,New York,36081,35620,Male,1 up to 5,0,1,32,highschool,10k-,25-34,Hispanic,3.666666667
1488,35620,Pennsylvania,42077,10900,Female,None,1,0,19,some_college,10k-,18-24,Hispanic,1.339622642
1577,20940,California,06025,20940,Female,None,1,0,55,lt_highschool,10k-,55-64,Hispanic,3.976190476
1624,16980,Illinois,17031,16980,Male,1 up to 5,0,1,46,lt_highschool,10k-,45-54,Hispanic,5.5
1629,16980,Illinois,17031,16980,Female,1 up to 5,0,1,76,highschool,10k-,65+,Black~H,4.357142857
1645,14460,Massachusetts,25021,14460,Male,11 up to 20,0,1,53,highschool,10k-,45-54,White~H,2.886792453
1653,14460,Massachusetts,25017,14460,Female,1 up to 5,0,1,,some_college,10k-,,White~H,2.5
1657,0,Kansas,20131,,Female,1 up to 5,0,1,81,highschool,10k-,65+,White~H,1.905660377
1665,0,Kansas,20181,,Male,1 up to 5,0,1,72,lt_highschool,10k-,65+,White~H,3.571428571
1667,33100,Florida,12086,33100,Female,1 up to 5,0,1,24,highschool,10k-,18-24,Black~H,3.41509434
1675,41620,Georgia,13299,48180,Male,6 up to 10,0,1,25,highschool,10k-,25-34,Hispanic,2.698113208
1689,12260,South Carolina,45003,12260,Female,None,1,0,19,highschool,10k-,18-24,Black~H,2.3125
1694,17900,South Carolina,45079,17900,Male,More than 20,0,1,22,college_degree,10k-,18-24,Black~H,2.018867925
1714,42060,California,06083,42200,Female,1 up to 5,0,1,22,highschool,10k-,18-24,Hispanic,2.320754717
1727,22420,Michigan,26049,22420,Female,None,1,0,59,trade_school_hs,10k-,55-64,Black~H,1.979166667
1741,45460,Indiana,18021,45460,Female,6 up to 10,0,1,28,college_degree,10k-,25-34,White~H,2.69047619
1753,0,Pennsylvania,42061,26500,Female,1 up to 5,0,1,75,lt_highschool,10k-,65+,White~H,3.729166667
1781,28140,Missouri,29037,28140,Female,1 up to 5,0,1,73,college_degree,10k-,65+,White~H,1
1845,0,South Carolina,45089,,Female,11 up to 20,0,1,60,trade_school_hs,10k-,55-64,Black~H,1.604166667
1866,16980,Illinois,17031,16980,Male,None,1,0,56,lt_highschool,10k-,55-64,Hispanic,6.071428571
1868,16980,Illinois,17089,16980,Female,1 up to 5,0,1,42,lt_highschool,10k-,35-44,Hispanic,3.958333333
1908,25540,Connecticut,09003,25540,Male,1 up to 5,0,1,24,some_college,10k-,18-24,White~H,3.166666667
1928,24860,South Carolina,45045,24860,Female,6 up to 10,0,1,58,lt_highschool,10k-,55-64,White~H,4.708333333
1949,0,Arkansas,05063,12900,Male,More than 20,0,1,28,highschool,10k-,25-34,White~H,3.833333333
1950,27860,Arkansas,05031,27860,Female,6 up to 10,0,1,85,lt_highschool,10k-,65+,White~H,3.291666667
1954,32820,Mississippi,28093,32820,Female,None,1,0,27,lt_highschool,10k-,25-34,Black~H,6.071428571
1960,32820,Tennessee,47157,32820,Female,1 up to 5,0,1,25,highschool,10k-,25-34,Black~H,5.666666667
1975,0,Texas,48223,44860,Female,1 up to 5,0,1,73,lt_highschool,10k-,65+,White~H,2.523809524
1999,40140,California,06071,40140,Female,More than 20,0,1,26,highschool,10k-,25-34,Hispanic,4.395833333
2004,31100,California,06037,31080,Male,1 up to 5,0,1,19,some_college,10k-,18-24,Other,6.071428571
2018,22180,North Carolina,37051,22180,Male,1 up to 5,0,1,51,highschool,10k-,45-54,Black~H,2.8125
2034,35620,New York,36119,35620,Male,1 up to 5,0,1,48,highschool,10k-,45-54,White~H,5.5
2066,46140,Oklahoma,40143,46140,Female,1 up to 5,0,1,54,highschool,10k-,45-54,White~H,4
2106,24580,Wisconsin,55083,24580,Male,11 up to 20,0,1,54,highschool,10k-,45-54,White~H,2.19047619
2113,41860,California,06013,41860,Female,1 up to 5,0,1,20,highschool,10k-,18-24,Hispanic,5.357142857
2124,0,Tennessee,47177,32660,Male,11 up to 20,0,1,42,highschool,10k-,35-44,White~H,3.9375
2127,0,Tennessee,47117,30280,Female,More than 20,0,1,45,some_college,10k-,45-54,White~H,1.660377358
2139,0,Texas,48419,,Male,1 up to 5,0,1,56,lt_highschool,10k-,55-64,White~H,5.1875
2147,19380,Ohio,39109,19380,Female,1 up to 5,0,1,40,some_college,10k-,35-44,White~H,1
2201,32580,Texas,48215,32580,Female,1 up to 5,0,1,73,lt_highschool,10k-,65+,Hispanic,2.433962264
2203,15180,Texas,48061,15180,Female,None,1,0,38,lt_highschool,10k-,35-44,Hispanic,4.9375
2227,35620,New Jersey,34013,35620,Male,11 up to 20,0,1,42,highschool,10k-,35-44,Hispanic,4.880952381
2259,0,Michigan,26039,,Female,,0,1,65,highschool,10k-,65+,White~H,3.333333333
4,35620,New Jersey,34017,35620,Female,1 up to 5,0,1,80,post_college_degree,,65+,White~H,1.619047619
5,35620,New Jersey,34003,35620,Female,None,1,0,20,highschool,,18-24,Black~H,6.071428571
19,46220,Alabama,01125,46220,Female,1 up to 5,0,1,76,highschool,,65+,White~H,2.166666667
22,13820,Alabama,01073,13820,Male,6 up to 10,0,1,59,college_degree,,55-64,White~H,1.625
25,13820,Alabama,01073,13820,Female,None,1,0,21,some_college,,18-24,White~H,1.471698113
32,42660,Washington,53033,42660,Male,1 up to 5,0,1,25,some_college,,25-34,White~H,5.5
40,42660,Washington,53033,42660,Female,1 up to 5,0,1,20,some_college,,18-24,,4.238095238
68,0,California,06109,43760,Female,11 up to 20,0,1,,lt_highschool,,,White~H,5.142857143
77,35620,New York,36061,35620,Female,6 up to 10,0,1,46,college_degree,,45-54,White~H,1.716981132
78,35620,New York,36061,35620,Male,6 up to 10,0,1,46,post_college_degree,,45-54,White~H,3.9375
82,35620,New York,36061,35620,Female,None,1,0,33,post_college_degree,,25-34,White~H,2.6875
84,35620,New York,36061,35620,Female,1 up to 5,0,1,19,some_college,,18-24,Hispanic,2.245283019
89,19100,Texas,48113,19100,Male,1 up to 5,0,1,,lt_highschool,,,Hispanic,5.166666667
101,37980,Pennsylvania,42101,37980,Female,1 up to 5,0,1,74,highschool,,65+,White~H,4.428571429
102,37980,Pennsylvania,42101,37980,Female,11 up to 20,0,1,19,highschool,,18-24,Black~H,4.904761905
103,37980,Pennsylvania,42101,37980,Female,1 up to 5,0,1,,trade_school_hs,,,White~H,4.761904762
108,37980,Pennsylvania,42017,37980,Female,1 up to 5,0,1,80,lt_highschool,,65+,White~H,5.166666667
116,17460,Ohio,39035,17460,Male,More than 20,0,1,63,highschool,,55-64,Black~H,5.404761905
119,17460,Ohio,39035,17460,Female,11 up to 20,0,1,60,highschool,,55-64,Black~H,2.5
136,16980,Indiana,18089,16980,Male,6 up to 10,0,1,61,some_college,,55-64,White~H,2.428571429
156,10500,Georgia,13095,10500,Female,6 up to 10,0,1,75,lt_highschool,,65+,Black~H,3.261904762
164,15980,Florida,12071,15980,Female,1 up to 5,0,1,52,highschool,,45-54,White~H,2.754716981
185,33660,Alabama,01097,33660,Female,1 up to 5,0,1,70,lt_highschool,,65+,White~H,3.523809524
192,0,North Carolina,37049,35100,Female,1 up to 5,0,1,79,highschool,,65+,White~H,2.301886792
193,24780,North Carolina,37147,24780,Female,1 up to 5,0,1,52,highschool,,45-54,Black~H,1.958333333
204,42660,Washington,53053,42660,Male,6 up to 10,0,1,64,highschool,,55-64,White~H,4.229166667
206,42660,Washington,53053,42660,Female,6 up to 10,0,1,77,post_college_degree,,65+,White~H,1.875
209,26620,Alabama,01083,26620,Female,11 up to 20,0,1,63,lt_highschool,,55-64,White~H,3.083333333
213,22520,Alabama,01033,22520,Female,1 up to 5,0,1,84,highschool,,65+,White~H,2.113207547
222,23060,Indiana,18003,23060,Female,1 up to 5,0,1,75,some_college,,65+,White~H,1.071428571
229,33340,Wisconsin,55131,33340,Female,1 up to 5,0,1,53,some_college,,45-54,White~H,1.619047619
241,33340,Wisconsin,55133,33340,Male,1 up to 5,0,1,48,highschool,,45-54,White~H,1.962264151
250,37980,District of Columbia,11001,47900,Female,1 up to 5,0,1,19,some_college,,18-24,Black~H,6.071428571
259,12980,Michigan,26025,12980,Male,11 up to 20,0,1,32,post_college_degree,,25-34,White~H,1.604166667
263,0,Kentucky,21099,,Male,1 up to 5,0,1,67,post_college_degree,,65+,White~H,1.208333333
266,0,Kentucky,21035,34660,Female,1 up to 5,0,1,,college_degree,,,White~H,1.924528302
267,21060,Kentucky,21093,21060,Male,1 up to 5,0,1,57,some_college,,55-64,White~H,1.4375
269,21780,Kentucky,21101,21780,Male,More than 20,0,1,,highschool,,,White~H,2.981132075
270,21780,Kentucky,21101,21780,Male,None,1,0,67,some_college,,65+,White~H,1.566037736
276,0,Virginia,51173,,Female,11 up to 20,0,1,60,highschool,,55-64,White~H,2.928571429
291,25180,Maryland,24043,25180,Female,None,1,0,49,highschool,,45-54,White~H,3.19047619
298,19060,Maryland,24001,19060,Female,1 up to 5,0,1,70,highschool,,65+,White~H,2.547619048
300,47900,Maryland,24033,47900,Male,1 up to 5,0,1,52,post_college_degree,,45-54,White~H,1.714285714
312,19740,Colorado,08059,19740,Female,None,1,0,82,some_college,,65+,White~H,1.226415094
315,19740,Colorado,08005,19740,Female,None,1,0,,trade_school_hs,,,White~H,4
321,19740,Colorado,08005,19740,Male,6 up to 10,0,1,36,some_college,,35-44,White~H,2.20754717
325,19740,Colorado,08035,19740,Male,1 up to 5,0,1,73,college_degree,,65+,White~H,1
329,19740,Colorado,08059,19740,Female,1 up to 5,0,1,60,some_college,,55-64,White~H,1.132075472
337,26580,West Virginia,54011,26580,Female,6 up to 10,0,1,75,some_college,,65+,White~H,1.520833333
339,26580,West Virginia,54011,26580,Male,None,1,0,78,college_degree,,65+,White~H,1
340,16620,West Virginia,54039,16620,Female,1 up to 5,0,1,62,highschool,,55-64,White~H,1.642857143
354,33100,Florida,12086,33100,Female,None,1,0,67,post_college_degree,,65+,White~H,1.018867925
357,0,Nebraska,31019,28260,Female,None,1,0,68,post_college_degree,,65+,White~H,1
361,0,Nebraska,31041,,Male,6 up to 10,0,1,51,college_degree,,45-54,White~H,1.41509434
362,0,Nebraska,31013,,Female,11 up to 20,0,1,57,highschool,,55-64,White~H,1.904761905
366,0,Illinois,17057,15900,Female,More than 20,0,1,67,lt_highschool,,65+,White~H,2.264150943
367,37900,Illinois,17143,37900,Female,1 up to 5,0,1,,some_college,,,White~H,1.886792453
374,31100,New York,36061,35620,Male,6 up to 10,0,1,67,college_degree,,65+,White~H,1.738095238
377,31100,California,06037,31080,Male,None,1,0,20,some_college,,18-24,White~H,4.471698113
380,19820,Michigan,26163,19820,Female,11 up to 20,0,1,49,highschool,,45-54,White~H,4.238095238
395,41180,Missouri,29189,41180,Male,,0,1,86,highschool,,65+,White~H,3.023809524
402,45060,New York,36075,45060,Male,6 up to 10,0,1,63,post_college_degree,,55-64,White~H,1.428571429
406,45060,New York,36053,45060,Female,1 up to 5,0,1,57,some_college,,55-64,White~H,1
413,48620,Kansas,20173,48620,Male,11 up to 20,0,1,57,college_degree,,55-64,White~H,1
414,48620,Kansas,20113,32700,Male,6 up to 10,0,1,20,highschool,,18-24,Hispanic,2.666666667
419,26900,Indiana,18097,26900,Male,1 up to 5,0,1,78,some_college,,65+,White~H,2.25
424,0,Louisiana,22127,,Female,None,1,0,49,some_college,,45-54,White~H,1.166666667
426,33740,Louisiana,22073,33740,Female,11 up to 20,0,1,,highschool,,,White~H,4.291666667
431,0,Louisiana,22013,,Female,6 up to 10,0,1,62,some_college,,55-64,White~H,1.773584906
435,0,Iowa,19111,22800,Female,6 up to 10,0,1,77,some_college,,65+,White~H,1
437,16300,Iowa,19113,16300,Male,None,1,0,,college_degree,,,,1.320754717
460,0,Ohio,39075,,Female,11 up to 20,0,1,78,highschool,,65+,White~H,1.854166667
465,0,Ohio,39169,49300,Female,6 up to 10,0,1,54,post_college_degree,,45-54,White~H,1.283018868
475,0,Ohio,39075,,Female,1 up to 5,0,1,73,lt_highschool,,65+,White~H,2.716981132
478,33860,Alabama,01101,33860,Female,More than 20,0,1,59,post_college_degree,,55-64,White~H,1
488,0,North Carolina,37057,49180,Female,1 up to 5,0,1,69,lt_highschool,,65+,White~H,2.264150943
494,24660,North Carolina,37081,24660,Female,1 up to 5,0,1,64,lt_highschool,,55-64,Black~H,2.75
509,35620,New York,36081,35620,Male,1 up to 5,0,1,20,some_college,,18-24,Hispanic,5.523809524
512,36740,Florida,12069,36740,Female,None,1,0,44,trade_school_hs,,35-44,White~H,4.104166667
513,36740,Florida,12069,36740,Female,None,1,0,,post_college_degree,,,White~H,1.735849057
516,0,Florida,12119,45540,Female,1 up to 5,0,1,62,post_college_degree,,55-64,White~H,1.142857143
523,36500,Nevada,32031,39900,Male,1 up to 5,0,1,18,lt_highschool,,18-24,White~H,4.083333333
529,0,Washington,53029,36020,Female,1 up to 5,0,1,61,highschool,,55-64,White~H,5.642857143
545,19660,Florida,12127,19660,Male,None,1,0,71,some_college,,65+,White~H,1.833333333
556,39300,Rhode Island,44003,39300,Male,1 up to 5,0,1,68,trade_school_hs,,65+,White~H,1.962264151
566,36540,Nebraska,31055,36540,Male,1 up to 5,0,1,73,college_degree,,65+,White~H,1.166666667
568,0,Nebraska,31173,,Female,11 up to 20,0,1,82,lt_highschool,,65+,White~H,2.547619048
569,36540,Texas,48175,47020,Female,1 up to 5,0,1,39,lt_highschool,,35-44,Hispanic,3.416666667
572,12060,Georgia,13089,12060,Female,1 up to 5,0,1,84,some_college,,65+,White~H,2.075471698
579,12060,Georgia,13121,12060,Female,None,1,0,25,some_college,,25-34,White~H,2.735849057
583,12060,Georgia,13121,12060,Male,1 up to 5,0,1,51,post_college_degree,,45-54,White~H,2.541666667
596,0,Oklahoma,40125,43060,Female,11 up to 20,0,1,68,some_college,,65+,White~H,1.145833333
597,36420,Oklahoma,40109,36420,Male,1 up to 5,0,1,46,highschool,,45-54,White~H,3.619047619
617,36740,Florida,12095,36740,Female,None,1,0,72,highschool,,65+,Hispanic,2.339622642
623,41940,California,06085,41940,Female,None,1,0,26,lt_highschool,,25-34,Hispanic,6.071428571
624,41940,California,06085,41940,Male,1 up to 5,0,1,65,some_college,,65+,White~H,1.333333333
625,41940,California,06085,41940,Male,6 up to 10,0,1,45,some_college,,45-54,Hispanic,3.520833333
630,12580,Maryland,24005,12580,Male,None,1,0,47,highschool,,45-54,White~H,2.880952381
633,12580,Maryland,24027,12580,Male,None,1,0,,college_degree,,,Other,2.854166667
634,12580,Maryland,24005,12580,Male,None,1,0,,post_college_degree,,,,2.071428571
640,12580,Maryland,24510,12580,Female,1 up to 5,0,1,76,post_college_degree,,65+,White~H,1.428571429
641,12580,Maryland,24510,12580,Male,1 up to 5,0,1,35,lt_highschool,,35-44,Black~H,5.5
