,msa,state,FIPS,GTCBSA,sex,q7_family_members,NO family,Family Available,age,Education,income_short,recage,racethn,weight
1490,35620,New York,36085,35620,Male,11 up to 20,0,1,41,college_degree,50-75k,35-44,Black~H,2.979166667
1494,35620,New York,36081,35620,Female,6 up to 10,0,1,69,some_college,50-75k,65+,White~H,2.075471698
1497,35620,New York,36081,35620,Male,1 up to 5,0,1,80,post_college_degree,50-75k,65+,White~H,1.679245283
1500,0,Colorado,08099,,Female,6 up to 10,0,1,28,college_degree,50-75k,25-34,White~H,1.520833333
1510,19740,Colorado,08005,19740,Male,None,1,0,25,highschool,50-75k,25-34,White~H,6.071428571
1511,38300,Pennsylvania,42125,38300,Female,More than 20,0,1,48,college_degree,50-75k,45-54,White~H,2.104166667
1515,38300,Pennsylvania,42003,38300,Female,1 up to 5,0,1,61,some_college,50-75k,55-64,White~H,1.666666667
1517,38300,Pennsylvania,42129,38300,Female,1 up to 5,0,1,56,some_college,50-75k,55-64,White~H,1.58490566
1518,38300,Pennsylvania,42125,38300,Male,11 up to 20,0,1,51,college_degree,50-75k,45-54,White~H,2.020833333
1521,38300,Pennsylvania,42007,38300,Female,None,1,0,61,some_college,50-75k,55-64,White~H,1.595238095
1528,27180,Tennessee,47113,27180,Male,6 up to 10,0,1,66,college_degree,50-75k,65+,White~H,1
1530,35620,New Jersey,34023,35620,Male,6 up to 10,0,1,51,post_college_degree,50-75k,45-54,White~H,2.380952381
1531,35620,Virginia,51059,47900,Male,1 up to 5,0,1,30,highschool,50-75k,25-34,Other,6.071428571
1542,19820,Michigan,26163,19820,Male,None,1,0,20,highschool,50-75k,18-24,Other,4.785714286
1547,18140,Ohio,39089,18140,Male,11 up to 20,0,1,48,highschool,50-75k,45-54,Hispanic,2.666666667
1551,0,Ohio,39101,32020,Male,11 up to 20,0,1,67,college_degree,50-75k,65+,White~H,1
1568,47260,Virginia,51700,47260,Male,1 up to 5,0,1,50,some_college,50-75k,45-54,Black~H,3.104166667
1595,0,Indiana,18177,39980,Female,1 up to 5,0,1,42,highschool,50-75k,35-44,White~H,5.452380952
1605,0,Indiana,18065,35220,Female,11 up to 20,0,1,59,trade_school_hs,50-75k,55-64,White~H,2.641509434
1611,12060,Georgia,13247,12060,Female,1 up to 5,0,1,56,some_college,50-75k,55-64,Black~H,1.5
1633,14460,Massachusetts,25023,14460,Male,1 up to 5,0,1,54,highschool,50-75k,45-54,White~H,3.404761905
1635,39900,Nevada,32031,39900,Female,6 up to 10,0,1,39,college_degree,50-75k,35-44,Hispanic,4.142857143
1638,0,Nevada,32015,,Male,6 up to 10,0,1,60,highschool,50-75k,55-64,White~H,4.619047619
1639,39900,Nevada,32031,39900,Female,More than 20,0,1,43,some_college,50-75k,35-44,Hispanic,1.773584906
1641,39900,Nevada,32031,39900,Female,None,1,0,38,highschool,50-75k,35-44,Hispanic,4.132075472
1656,0,Kansas,20161,31740,Male,11 up to 20,0,1,51,highschool,50-75k,45-54,White~H,3.229166667
1668,33100,Florida,12086,33100,Male,1 up to 5,0,1,32,post_college_degree,50-75k,25-34,,2.735849057
1686,0,South Carolina,45057,16740,Male,More than 20,0,1,46,highschool,50-75k,45-54,White~H,1.476190476
1693,17900,South Carolina,45079,17900,Female,More than 20,0,1,35,college_degree,50-75k,35-44,Black~H,2.104166667
1699,16740,South Carolina,45091,16740,Female,11 up to 20,0,1,35,post_college_degree,50-75k,35-44,White~H,1.833333333
1716,37100,California,06111,37100,Male,None,1,0,48,college_degree,50-75k,45-54,White~H,1.377358491
1721,0,Texas,48011,11100,Male,1 up to 5,0,1,64,trade_school_hs,50-75k,55-64,White~H,1.458333333
1763,16980,Illinois,17111,16980,Male,6 up to 10,0,1,60,post_college_degree,50-75k,55-64,White~H,1.428571429
1778,40420,Illinois,17007,40420,Female,11 up to 20,0,1,54,some_college,50-75k,45-54,White~H,1.729166667
1780,16980,Illinois,17063,16980,Male,None,1,0,49,some_college,50-75k,45-54,White~H,1.962264151
1783,28140,Missouri,29047,28140,Female,More than 20,0,1,35,lt_highschool,50-75k,35-44,White~H,4.238095238
1784,28140,Missouri,29047,28140,Female,1 up to 5,0,1,60,some_college,50-75k,55-64,White~H,1.208333333
1787,28140,Missouri,29049,28140,Male,6 up to 10,0,1,40,highschool,50-75k,35-44,White~H,3.270833333
1788,28140,Missouri,29047,28140,Male,1 up to 5,0,1,22,college_degree,50-75k,18-24,White~H,1.428571429
1790,28140,Missouri,29095,28140,Female,More than 20,0,1,26,trade_school_hs,50-75k,25-34,White~H,4.716981132
1791,28140,Missouri,29095,28140,Female,None,1,0,61,post_college_degree,50-75k,55-64,White~H,1.188679245
1806,31100,California,06037,31080,Female,More than 20,0,1,22,some_college,50-75k,18-24,Hispanic,1.509433962
1813,31100,California,06037,31080,Male,1 up to 5,0,1,66,highschool,50-75k,65+,Hispanic,2.830188679
1814,11700,North Carolina,37021,11700,Male,1 up to 5,0,1,61,some_college,50-75k,55-64,White~H,2.738095238
1816,0,North Carolina,37039,,Female,1 up to 5,0,1,64,trade_school_hs,50-75k,55-64,White~H,3.283018868
1828,0,Texas,48323,20580,Male,1 up to 5,0,1,35,highschool,50-75k,35-44,Hispanic,3.6875
1835,42100,California,06087,42100,Female,None,1,0,88,post_college_degree,50-75k,65+,White~H,1.833333333
1837,41500,California,06053,41500,Female,None,1,0,57,trade_school_hs,50-75k,55-64,White~H,2.905660377
1839,41500,California,06053,41500,Female,None,1,0,62,post_college_degree,50-75k,55-64,White~H,1.132075472
1849,0,South Carolina,45069,13500,Male,More than 20,0,1,51,highschool,50-75k,45-54,White~H,2.811320755
1850,0,South Carolina,45013,25940,Female,1 up to 5,0,1,62,post_college_degree,50-75k,55-64,White~H,1.150943396
1852,16700,South Carolina,45019,16700,Female,11 up to 20,0,1,65,highschool,50-75k,65+,White~H,3.333333333
1853,39100,New York,36071,35620,Male,11 up to 20,0,1,63,college_degree,50-75k,55-64,White~H,1.583333333
1871,37460,Florida,12005,37460,Female,None,1,0,50,college_degree,50-75k,45-54,White~H,1.037735849
1877,37860,Florida,12033,37860,Female,6 up to 10,0,1,43,some_college,50-75k,35-44,White~H,2.018867925
1880,23020,Florida,12131,18880,Female,1 up to 5,0,1,28,highschool,50-75k,25-34,White~H,4.018867925
1886,37980,New Jersey,34007,37980,Female,None,1,0,40,highschool,50-75k,35-44,Black~H,6.071428571
1887,37980,New Jersey,34007,37980,Female,More than 20,0,1,59,some_college,50-75k,55-64,White~H,1.714285714
1888,37980,Pennsylvania,42017,37980,Male,1 up to 5,0,1,23,highschool,50-75k,18-24,White~H,4.716981132
1889,37980,New Jersey,34007,37980,Female,6 up to 10,0,1,26,college_degree,50-75k,25-34,White~H,4.716981132
1893,41740,California,06073,41740,Female,1 up to 5,0,1,50,some_college,50-75k,45-54,Other,2.339622642
1906,35980,Connecticut,09011,35980,Female,6 up to 10,0,1,,college_degree,50-75k,,Other,2.9375
1939,28940,Tennessee,47105,28940,Female,11 up to 20,0,1,41,highschool,50-75k,35-44,White~H,4.642857143
1942,28940,Tennessee,47105,28940,Female,1 up to 5,0,1,59,some_college,50-75k,55-64,White~H,1.0625
1948,27860,Arkansas,05111,27860,Male,6 up to 10,0,1,22,some_college,50-75k,18-24,White~H,3
1955,32820,Mississippi,28033,32820,Female,None,1,0,52,some_college,50-75k,45-54,White~H,1.301886792
1961,46340,Texas,48423,46340,Female,1 up to 5,0,1,51,some_college,50-75k,45-54,Other,2.458333333
1988,27260,Florida,12031,27260,Female,More than 20,0,1,52,highschool,50-75k,45-54,White~H,5.5
1991,27260,Florida,12031,27260,Female,None,1,0,63,post_college_degree,50-75k,55-64,White~H,1.320754717
1993,35620,New Jersey,34035,35620,Female,6 up to 10,0,1,58,some_college,50-75k,55-64,White~H,1.523809524
1995,35620,New Jersey,34035,35620,Male,1 up to 5,0,1,26,college_degree,50-75k,25-34,White~H,3.166666667
2010,0,North Carolina,37165,29900,Male,6 up to 10,0,1,20,some_college,50-75k,18-24,Black~H,2.604166667
2011,48900,North Carolina,37163,,Male,More than 20,0,1,50,highschool,50-75k,45-54,White~H,2.452830189
2013,0,North Carolina,37063,20500,Male,1 up to 5,0,1,29,highschool,50-75k,25-34,Other,5.5
2016,22180,North Carolina,37051,22180,Male,1 up to 5,0,1,28,some_college,50-75k,25-34,White~H,1.79245283
2017,48900,North Carolina,37129,48900,Male,1 up to 5,0,1,39,some_college,50-75k,35-44,White~H,1.962264151
2019,0,North Carolina,37047,,Female,More than 20,0,1,36,college_degree,50-75k,35-44,White~H,3.142857143
2020,22180,North Carolina,37093,22180,Female,More than 20,0,1,18,highschool,50-75k,18-24,Black~H,2.773584906
2028,28140,Missouri,29095,28140,Male,1 up to 5,0,1,42,some_college,50-75k,35-44,White~H,2.811320755
2032,28140,Kansas,20091,28140,Female,1 up to 5,0,1,67,some_college,50-75k,65+,White~H,1.333333333
2046,40900,California,06061,40900,Female,6 up to 10,0,1,53,post_college_degree,50-75k,45-54,White~H,1.3125
2047,40900,California,06067,40900,Male,6 up to 10,0,1,75,college_degree,50-75k,65+,White~H,1.523809524
2060,35620,New York,36047,35620,Male,6 up to 10,0,1,23,college_degree,50-75k,18-24,White~H,1.895833333
2071,46140,Oklahoma,40143,46140,Female,6 up to 10,0,1,45,some_college,50-75k,45-54,Black~H,1.666666667
2078,0,Oklahoma,40001,,Female,6 up to 10,0,1,34,some_college,50-75k,25-34,White~H,3.75
2086,39580,North Carolina,37183,39580,Female,More than 20,0,1,37,college_degree,50-75k,35-44,White~H,2.245283019
2092,20500,North Carolina,37135,20500,Female,6 up to 10,0,1,48,college_degree,50-75k,45-54,White~H,2.119047619
2095,39580,North Carolina,37183,39580,Male,None,1,0,28,college_degree,50-75k,25-34,White~H,2.679245283
2102,0,Wisconsin,55071,31820,Male,1 up to 5,0,1,48,college_degree,50-75k,45-54,White~H,1.283018868
2108,22540,Wisconsin,55039,22540,Female,11 up to 20,0,1,51,highschool,50-75k,45-54,White~H,3.5625
2118,0,Arizona,04007,37740,Male,6 up to 10,0,1,49,highschool,50-75k,45-54,White~H,3.238095238
2119,0,Arizona,04007,37740,Female,1 up to 5,0,1,39,some_college,50-75k,35-44,White~H,3.523809524
2123,0,Arizona,04012,,Female,More than 20,0,1,55,highschool,50-75k,55-64,White~H,2.520833333
2126,0,Tennessee,47099,29980,Male,More than 20,0,1,57,some_college,50-75k,55-64,White~H,2.119047619
2134,0,Tennessee,47051,46100,Female,1 up to 5,0,1,31,post_college_degree,50-75k,25-34,White~H,2.904761905
2135,0,Texas,48225,,Male,1 up to 5,0,1,29,post_college_degree,50-75k,25-34,White~H,1.895833333
2140,0,Texas,48419,,Female,More than 20,0,1,62,trade_school_hs,50-75k,55-64,White~H,2.716981132
2149,0,Ohio,39027,48940,Female,More than 20,0,1,58,highschool,50-75k,55-64,White~H,2.904761905
2152,19380,Ohio,39113,19380,Female,More than 20,0,1,51,highschool,50-75k,45-54,White~H,3.738095238
2166,31100,California,06059,31080,Female,1 up to 5,0,1,23,some_college,50-75k,18-24,White~H,6.071428571
2170,31100,California,06059,31080,Female,More than 20,0,1,56,college_degree,50-75k,55-64,White~H,1.886792453
2172,40140,California,06065,40140,Male,1 up to 5,0,1,33,lt_highschool,50-75k,25-34,White~H,4.716981132
2184,33460,Minnesota,27037,33460,Female,11 up to 20,0,1,48,trade_school_hs,50-75k,45-54,White~H,3.928571429
2185,33460,Minnesota,27053,33460,Female,1 up to 5,0,1,84,some_college,50-75k,65+,White~H,1.547169811
2189,33100,Florida,12011,33100,Male,None,1,0,77,post_college_degree,50-75k,65+,White~H,1.119047619
2191,33100,South Carolina,45015,16700,Female,11 up to 20,0,1,18,highschool,50-75k,18-24,Black~H,1.3125
2193,32580,Texas,48215,32580,Female,1 up to 5,0,1,55,college_degree,50-75k,55-64,Hispanic,1
2194,32580,Texas,48215,32580,Female,None,1,0,65,college_degree,50-75k,65+,White~H,1
2208,0,Colorado,08051,,Male,More than 20,0,1,18,highschool,50-75k,18-24,,2.619047619
2214,0,Colorado,08007,,Male,1 up to 5,0,1,47,college_degree,50-75k,45-54,White~H,1.270833333
2223,35620,New Jersey,34031,35620,Male,None,1,0,40,college_degree,50-75k,35-44,White~H,3.958333333
2224,35620,New Jersey,34027,35620,Female,1 up to 5,0,1,41,highschool,50-75k,35-44,White~H,6.047619048
2225,35620,New Jersey,34013,35620,Female,1 up to 5,0,1,57,some_college,50-75k,55-64,Black~H,1.547619048
2233,35620,New Jersey,34027,35620,Female,1 up to 5,0,1,43,some_college,50-75k,35-44,White~H,3.833333333
2238,14460,Massachusetts,25009,14460,Male,More than 20,0,1,55,college_degree,50-75k,55-64,White~H,1.80952381
2252,35380,Louisiana,22103,35380,Male,1 up to 5,0,1,66,some_college,50-75k,65+,White~H,1.566037736
2255,0,Michigan,26155,37020,Male,11 up to 20,0,1,39,some_college,50-75k,35-44,White~H,2.452830189
2256,0,Michigan,26073,34380,Female,1 up to 5,0,1,49,some_college,50-75k,45-54,White~H,1.169811321
3,35620,New Jersey,34003,35620,Female,None,1,0,40,post_college_degree,75-100k,35-44,White~H,3.754716981
6,35620,New Jersey,34013,35620,Male,None,1,0,22,college_degree,75-100k,18-24,White~H,1.895833333
9,35300,Connecticut,09009,35300,Male,6 up to 10,0,1,48,some_college,75-100k,45-54,White~H,3.214285714
18,13820,Alabama,01073,13820,Male,1 up to 5,0,1,60,college_degree,75-100k,55-64,White~H,1
28,13820,Alabama,01115,13820,Male,1 up to 5,0,1,51,some_college,75-100k,45-54,Hispanic,1.619047619
35,42660,Washington,53033,42660,Male,6 up to 10,0,1,53,college_degree,75-100k,45-54,White~H,3.020833333
41,0,Maine,23003,,Female,More than 20,0,1,49,highschool,75-100k,45-54,White~H,2.380952381
49,30340,Maine,23001,30340,Female,More than 20,0,1,33,college_degree,75-100k,25-34,White~H,2.905660377
51,12620,Maine,23019,12620,Female,More than 20,0,1,62,highschool,75-100k,55-64,White~H,3.595238095
65,40900,California,06067,40900,Male,11 up to 20,0,1,33,some_college,75-100k,25-34,Other,5.145833333
69,33700,California,06077,44700,Male,6 up to 10,0,1,62,some_college,75-100k,55-64,Other,2.113207547
85,31100,Rhode Island,44007,39300,Male,None,1,0,19,some_college,75-100k,18-24,Other,6.071428571
87,19100,Texas,48085,19100,Male,1 up to 5,0,1,33,highschool,75-100k,25-34,White~H,5.208333333
96,37980,Pennsylvania,42027,44300,Female,None,1,0,20,some_college,75-100k,18-24,White~H,3.375
111,37980,Pennsylvania,42017,37980,Female,6 up to 10,0,1,54,some_college,75-100k,45-54,White~H,2.642857143
115,17460,Ohio,39035,17460,Male,More than 20,0,1,39,college_degree,75-100k,35-44,White~H,2.80952381
135,16980,Indiana,18089,16980,Female,6 up to 10,0,1,29,post_college_degree,75-100k,25-34,White~H,2.583333333
143,12940,Louisiana,22121,12940,Female,More than 20,0,1,57,highschool,75-100k,55-64,White~H,2
144,12940,Louisiana,22033,12940,Female,More than 20,0,1,47,post_college_degree,75-100k,45-54,Black~H,2.169811321
145,0,Louisiana,22093,35380,Female,More than 20,0,1,35,highschool,75-100k,35-44,White~H,4.145833333
158,34740,Michigan,26121,34740,Female,More than 20,0,1,33,highschool,75-100k,25-34,White~H,5.595238095
159,34940,Florida,12021,34940,Male,6 up to 10,0,1,50,college_degree,75-100k,45-54,Black~H,1
162,15980,Florida,12071,15980,Male,1 up to 5,0,1,58,college_degree,75-100k,55-64,White~H,1.625
171,19820,Michigan,26163,19820,Male,6 up to 10,0,1,67,highschool,75-100k,65+,White~H,3.528301887
174,19820,Michigan,26125,19820,Male,1 up to 5,0,1,63,college_degree,75-100k,55-64,White~H,1.169811321
179,19820,Michigan,26125,19820,Male,6 up to 10,0,1,63,post_college_degree,75-100k,55-64,Black~H,1.375
184,33660,Florida,12001,23540,Male,More than 20,0,1,42,college_degree,75-100k,35-44,Black~H,2.333333333
205,42660,Washington,53053,42660,Female,None,1,0,33,some_college,75-100k,25-34,White~H,4.857142857
228,0,Indiana,18033,12140,Male,More than 20,0,1,70,highschool,75-100k,65+,White~H,1.791666667
236,33340,Wisconsin,55131,33340,Female,More than 20,0,1,53,highschool,75-100k,45-54,White~H,2.188679245
246,37980,New Jersey,34007,37980,Female,More than 20,0,1,38,college_degree,75-100k,35-44,White~H,4.020833333
249,37980,Pennsylvania,42017,37980,Female,6 up to 10,0,1,59,some_college,75-100k,55-64,White~H,1.666666667
256,0,Michigan,26149,44780,Male,6 up to 10,0,1,36,highschool,75-100k,35-44,White~H,2.833333333
282,26420,Texas,48039,26420,Female,1 up to 5,0,1,53,post_college_degree,75-100k,45-54,White~H,1.875
288,26420,Texas,48201,26420,Male,1 up to 5,0,1,34,post_college_degree,75-100k,25-34,White~H,3.547619048
294,47900,Maryland,24033,47900,Female,None,1,0,61,college_degree,75-100k,55-64,Black~H,1.603773585
296,47900,Maryland,24033,47900,Female,6 up to 10,0,1,53,some_college,75-100k,45-54,Black~H,2.245283019
297,47900,Maryland,24021,47900,Female,1 up to 5,0,1,67,some_college,75-100k,65+,White~H,1.245283019
320,19740,Colorado,08035,19740,Female,6 up to 10,0,1,49,college_degree,75-100k,45-54,White~H,2.291666667
322,19740,Colorado,08005,19740,Female,6 up to 10,0,1,43,highschool,75-100k,35-44,White~H,5.5
324,19740,Colorado,08005,19740,Male,6 up to 10,0,1,18,trade_school_hs,75-100k,18-24,White~H,2.854166667
327,19740,Colorado,08077,24300,Female,1 up to 5,0,1,88,college_degree,75-100k,65+,White~H,1
346,49020,West Virginia,54027,49020,Male,1 up to 5,0,1,47,highschool,75-100k,45-54,White~H,3.833333333
364,37900,Illinois,17179,37900,Male,6 up to 10,0,1,58,some_college,75-100k,55-64,White~H,1.261904762
365,19340,Illinois,17073,19340,Male,1 up to 5,0,1,52,some_college,75-100k,45-54,White~H,1.270833333
404,45060,New York,36067,45060,Male,None,1,0,54,college_degree,75-100k,45-54,White~H,1.396226415
432,43340,Louisiana,22031,43340,Male,11 up to 20,0,1,38,post_college_degree,75-100k,35-44,White~H,2.166666667
433,43340,Louisiana,22015,43340,Male,6 up to 10,0,1,68,some_college,75-100k,65+,White~H,1.566037736
436,16300,Iowa,19113,16300,Female,1 up to 5,0,1,55,post_college_degree,75-100k,55-64,White~H,1
444,0,Minnesota,27085,26780,Male,11 up to 20,0,1,45,some_college,75-100k,45-54,White~H,2.166666667
447,0,Minnesota,27011,,Male,1 up to 5,0,1,43,highschool,75-100k,35-44,White~H,3.270833333
451,31100,California,06037,31080,Male,None,1,0,40,post_college_degree,75-100k,35-44,White~H,3.75
461,15940,Ohio,39151,15940,Male,6 up to 10,0,1,55,some_college,75-100k,55-64,White~H,1.566037736
469,10420,Ohio,39133,10420,Male,6 up to 10,0,1,45,some_college,75-100k,45-54,White~H,1.264150943
473,49660,Ohio,39155,49660,Female,More than 20,0,1,67,college_degree,75-100k,65+,White~H,1.270833333
492,24660,North Carolina,37081,24660,Male,11 up to 20,0,1,44,trade_school_hs,75-100k,35-44,White~H,5.104166667
496,29340,Louisiana,22019,29340,Male,1 up to 5,0,1,59,college_degree,75-100k,55-64,White~H,1
502,29340,Louisiana,22019,29340,Male,1 up to 5,0,1,35,highschool,75-100k,35-44,White~H,3.833333333
